"Rf","Rm-Rf","SMB","HML","d.p","log.RW"
-0.0789177519005949,0.0789177519005949,-0.0259996784492065,0.0199361491995682,0.0516344241464756,0.0821154834849431
-0.0832742330305872,0.0832742330305873,0.0146416233899934,0.027544554002425,0.0479448886436367,0.0924376924071558
-0.118363488469233,0.118363488469233,0.000879372128300394,0.0997207993492646,0.0453147903239789,0.133565277120177
-0.0330801687763713,0.0330801687763713,0.0113803496081977,0.0465822784810127,0.0452304262949402,0.0359702230103116
-0.0988774135608441,0.0988774135608442,-0.0615177368657387,0.0155365963179165,0.0387056802674717,0.110585432091132
-0.0168511805623591,0.0168511805623592,-0.013814049181934,0.00254727148035662,0.0382402370157873,0.0196633410326806
-0.0538378276624782,0.0538378276624782,0.0147771659842816,-0.0196715139535978,0.0367116959212943,0.0612527453725648
-0.0680839238571627,0.0680839238571627,-0.0232504284192488,-0.000741049511370478,0.037521070885493,0.0740948925851197
0.0168900126422251,-0.016890012642225,0.00141592920353982,-0.0258912768647282,0.0382093241644137,-0.0210259370083554
0.0385974870352692,-0.0385974870352692,0.0206403673985397,0.00866895430738667,0.0352850159471213,-0.0406891869573397
-0.0387688194289716,0.0387688194289716,-0.00391507782410797,-0.00496546455740523,0.0351445877521906,0.0426347691984293
0.0373716315342445,-0.0373716315342445,0.0319151674259388,0.0159575837129694,0.0396482877149023,-0.03789917056227
-0.065275846082522,0.065275846082522,-0.0249420491423273,-0.0305053314789059,0.0393693248412105,0.0698473434627143
0.113284107376993,-0.113284107376993,-0.00055206680008281,0.00728728176109309,0.0382279639744497,-0.109875845104467
0.0630170188102641,-0.063017018810264,-0.0309816112545445,-0.0633331577006165,0.0384755620518784,-0.0564235029266159
-0.0601517783243767,0.0601517783243766,0.0570742454798736,0.0296562255924834,0.0458054048670411,0.0540230671335469
-0.078956126559326,0.0789561265593261,0.00963999219619679,0.0190963654934184,0.0432354921299624,0.0837116549098653
-0.10194566484354,0.10194566484354,0.0147045637944948,0.0669774948444365,0.0410427463494388,0.112502732765164
-0.0989888357613965,0.0989888357613966,0.0128103199220631,-0.031443512535973,0.038617054633797,0.114744546769112
-0.0192855577470962,0.0192855577470962,0.0619475491270363,0.0344802396084447,0.0359860093933471,0.0232795767577094
-0.0501833531818557,0.0501833531818557,-0.0187715926375738,0.0183942741925975,0.0317486703962923,0.057919282453439
0.0329019859064701,-0.0329019859064702,-0.0139397821909033,0.00932735426008969,0.0308074705097933,-0.0286723624046273
-0.0509398496240601,0.0509398496240601,0.0219924812030075,-0.0541353383458647,0.0290404326321085,0.0581265227331406
0.0802350427350429,-0.0802350427350427,0.0217948717948718,-0.0202991452991453,0.0313178947788716,-0.0644233052080073
-0.0312612375038956,0.0312612375038957,0.0136168580538441,-0.062426581641215,0.0318641517838286,0.0344402944435339
0.0571788280963121,-0.0571788280963122,-0.0125898337092798,0.0419661123642659,0.0337568194952869,-0.0508124240924758
-0.0807416541078687,0.0807416541078686,-0.0449376626935197,-0.0126958030780472,0.0338557113630699,0.0852582748333867
-0.115622183632647,0.115622183632647,0.080451937660739,0.014507726463412,0.0357723839892758,0.127047959790963
0.00409018355945734,-0.0040901835594573,-0.00648443735035914,0.0211492418196329,0.030059620678672,0.00974101132083117
-0.0309241106909757,0.0309241106909756,-0.0467233448134679,-0.0110787312444305,0.0278244386108546,0.035096848947904
-0.0654107918515249,0.0654107918515249,-0.0190471766044923,0.017932219925205,0.027721931462385,0.0751823163185115
0.0285152157804636,-0.0285152157804635,0.00817640595855584,0.0553951503692158,0.0277104454313409,-0.0252244020157145
0.277051883800584,-0.277051883800584,-0.0546746162628441,0.0685018394012432,0.0281037134647451,-0.240390797723705
-0.0280935486206647,0.0280935486206647,-0.000675789829363068,-0.03147249776748,0.0299197397314151,0.0336230628628652
-0.11018415568924,0.11018415568924,-0.0561965701831248,0.0249173471566686,0.0319130830791316,0.118687849919518
-0.0529408999012647,0.0529408999012647,0.00677041703888288,0.0627203911796511,0.0339463202648423,0.0599384933682575
-0.0404858299595141,0.0404858299595142,-0.00466777804239105,0.0443915217909026,0.0303469694594353,0.0498557226016393
-0.0294758642280046,0.0294758642280045,-0.016664459187728,0.00838039277070715,0.0293277235468752,0.0298616207024712
-0.0340049171429484,0.0340049171429484,-0.036016475621827,0.013027235863214,0.0311545636761631,0.0410706258402736
-0.050899083863532,0.0508990838635321,0.00827933341957639,0.0734790840987405,0.0293505574433041,0.0548337710045462
-0.0272830252343882,0.0272830252343882,-0.0262225542888819,0.0185100383215637,0.0291892659516351,0.0368463511844671
-0.0290699073517025,0.0290699073517026,-0.00452412465407291,0.0288773914089761,0.0287876235498264,0.0352888393839911
-0.00581481298970077,0.00581481298970088,0.00620903759917213,-0.0347903217858375,0.0282403587327454,0.0106526769129897
-0.0251056125528064,0.0251056125528063,0.0778273989136995,0.019891369945685,0.0285576956703394,0.0317655399843175
0.0332506330408984,-0.0332506330408983,-0.0300790341969972,-0.00399007596490779,0.0278489759365373,-0.0321545879042629
-0.066648178960991,0.066648178960991,0.0427066001109262,0.00739508227029026,0.0279274716934628,0.0731757018240194
-0.0345182033322974,0.0345182033322975,0.100112351492841,0.0240958095283628,0.029912591969154,0.0429860614834049
0.0315491232100469,-0.0315491232100467,0.0994461035811829,0.0123541874058759,0.0280455560653076,-0.0344339186007224
0.0526521162300668,-0.0526521162300669,-0.00520277828360344,-0.0169610572045472,0.0277456899875038,-0.0479789069262979
0.115082536445559,-0.115082536445559,-0.051037561661201,0.0200622812577507,0.0299620642019247,-0.104828602020534
-0.0513348946135832,0.0513348946135831,-0.00730679156908665,-0.0255737704918033,0.031861716120756,0.0592165670969661
-0.115911669721568,0.115911669721568,0.130837042855896,-0.00445142707515056,0.0338068085828834,0.136162151842153
-0.0167262295480514,0.0167262295480514,0.0850898305496803,-0.00894658789779496,0.031296900892652,0.0266116477507933
-0.0636895367189676,0.0636895367189676,0.0646179556215764,0.0178256429300901,0.0291711524186027,0.0635937546187619
-0.00128439460554275,0.00128439460554266,0.0723212962505557,-0.0574025589092526,0.0286335735767972,0.00536324691082205
0.0765529890220888,-0.0765529890220887,-0.00457191462215252,0.0537997395071901,0.0291546196353494,-0.0711963021114425
-0.106825449332892,0.106825449332892,0.116087771529386,0.00441062961737788,0.029058341253803,0.115652962398818
-0.0251835297792837,0.0251835297792837,0.0350839250741929,0.0677648415816602,0.0284639575439859,0.0304098157215625
-0.0176501963826796,0.0176501963826795,0.0536294428550647,0.0206565485137953,0.0270639370533064,0.0201089549451808
0.0452571487480831,-0.0452571487480831,-0.0508240873184624,0.017937913171222,0.0273975619891324,-0.0377762137264093
0.0601346766195123,-0.0601346766195124,-0.0659811035130762,-0.00490682257138383,0.027485537957908,-0.0570039604919367
0.0588194396162136,-0.0588194396162136,-0.0164777862754641,-0.0562121949523743,0.0284657839022153,-0.0560268432982348
0.0164839281700342,-0.0164839281700342,-0.0287719473513325,-0.0755263617972477,0.0333737837532491,-0.00932905033219876
0.0424661038628804,-0.0424661038628805,-0.0152468662061908,0.110821181887951,0.0308486595185177,-0.0360835087407048
0.273108454846987,-0.273108454846987,-0.131923149133237,0.105012829338507,0.0347679627748623,-0.233952823363839
